Missing ATM card,lost_card,ATM card,,,,,
Stolen credit card,lost_card,credit card,,,,,
Stolen debit card,lost_card,debit card,,,,,
Stolen ATM card,lost_card,ATM card,,,,,
Block credit card,lost_card,credit card,,,,,
Block debit card,lost_card,debit card,,,,,
Block ATM card,lost_card,ATM card,,,,,
My Visa card is lost,lost_card,Visa,,,,,
My Mastercard is lost,lost_card,Mastercard,,,,,
My Rupay card is lost,lost_card,Rupay,,,,,
Lost Visa card,lost_card,Visa,,,,,
Lost Mastercard,lost_card,Mastercard,,,,,
Lost Rupay card,lost_card,Rupay,,,,,
My Amex card is lost,lost_card,Amex,,,,,
Lost American Express,lost_card,Amex,,,,,
Block Visa card,lost_card,Visa,,,,,
Block Mastercard,lost_card,Mastercard,,,,,
Block Rupay card,lost_card,Rupay,,,,,
Platinum card lost,lost_card,Platinum,,,,,
Gold card lost,lost_card,Gold,,,,,
Silver card lost,lost_card,Silver,,,,,
Business card lost,lost_card,Business,,,,,
Corporate card lost,lost_card,Corporate,,,,,
Student card lost,lost_card,Student,,,,,
Premium card lost,lost_card,Premium,,,,,
Classic card lost,lost_card,Classic,,,,,
Basic card lost,lost_card,Basic,,,,,
Prepaid card lost,lost_card,Prepaid,,,,,
Gift card lost,lost_card,Gift,,,,,
Travel card lost,lost_card,Travel,,,,,
Forex card lost,lost_card,Forex,,,,,
Chip card lost,lost_card,Chip,,,,,
Contactless card lost,lost_card,Contactless,,,,,
Magnetic card lost,lost_card,Magnetic,,,,,
Apply for loan,apply_loan,,,,,,
I need a loan,apply_loan,,,,,,
Loan application,apply_loan,,,,,,
Apply loan,apply_loan,,,,,,
Want a loan,apply_loan,,,,,,
Loan request,apply_loan,,,,,,
Loan enquiry,apply_loan,,,,,,
Loan inquiry,apply_loan,,,,,,
Loan help,apply_loan,,,,,,
Get a loan,apply_loan,,,,,,
Take a loan,apply_loan,,,,,,
Borrow money,apply_loan,,,,,,
Need money,apply_loan,,,,,,
Financial assistance,apply_loan,,,,,,
Credit application,apply_loan,,,,,,
Loan facility,apply_loan,,,,,,
Loan scheme,apply_loan,,,,,,
Loan product,apply_loan,,,,,,
Loan service,apply_loan,,,,,,
Loan offer,apply_loan,,,,,,
Home loan,apply_loan,,,home loan,,,,
House loan,apply_loan,,,house loan,,,,
Property loan,apply_loan,,,property loan,,,,
Real estate loan,apply_loan,,,real estate loan,,,,
Housing loan,apply_loan,,,housing loan,,,,
Mortgage loan,apply_loan,,,mortgage loan,,,,
Construction loan,apply_loan,,,construction loan,,,,
Plot loan,apply_loan,,,plot loan,,,,
Car loan,apply_loan,,,car loan,,,,
Vehicle loan,apply_loan,,,vehicle loan,,,,
Auto loan,apply_loan,,,auto loan,,,,
Bike loan,apply_loan,,,bike loan,,,,
Two wheeler loan,apply_loan,,,two wheeler loan,,,,
Four wheeler loan,apply_loan,,,four wheeler loan,,,,
Personal loan,apply_loan,,,personal loan,,,,
Education loan,apply_loan,,,education loan,,,,
Student loan,apply_loan,,,student loan,,,,
Study loan,apply_loan,,,study loan,,,,
Business loan,apply_loan,,,business loan,,,,
Professional loan,apply_loan,,,professional loan,,,,
Commercial loan,apply_loan,,,commercial loan,,,,
Working capital loan,apply_loan,,,working capital loan,,,,
Term loan,apply_loan,,,term loan,,,,
Cash credit,apply_loan,,,cash credit,,,,
Overdraft,apply_loan,,,overdraft,,,,
Gold loan,apply_loan,,,gold loan,,,,
Jewellery loan,apply_loan,,,jewellery loan,,,,
Agricultural loan,apply_loan,,,agricultural loan,,,,
Farm loan,apply_loan,,,farm loan,,,,
Crop loan,apply_loan,,,crop loan,,,,
Travel loan,apply_loan,,,travel loan,,,,
Holiday loan,apply_loan,,,holiday loan,,,,
Wedding loan,apply_loan,,,wedding loan,,,,
Festival loan,apply_loan,,,festival loan,,,,
Medical loan,apply_loan,,,medical loan,,,,
Health loan,apply_loan,,,health loan,,,,
Emergency loan,apply_loan,,,emergency loan,,,,
Instant loan,apply_loan,,,instant loan,,,,
Quick loan,apply_loan,,,quick loan,,,,
Fast loan,apply_loan,,,fast loan,,,,
Express loan,apply_loan,,,express loan,,,,
Online loan,apply_loan,,,online loan,,,,
Digital loan,apply_loan,,,digital loan,,,,
Mobile loan,apply_loan,,,mobile loan,,,,
App loan,apply_loan,,,app loan,,,,
Paperless loan,apply_loan,,,paperless loan,,,,
Doorstep loan,apply_loan,,,doorstep loan,,,,
Salaried loan,apply_loan,,,salaried loan,,,,
Self employed loan,apply_loan,,,self employed loan,,,,
Senior citizen loan,apply_loan,,,senior citizen loan,,,,
Women loan,apply_loan,,,women loan,,,,
Pension loan,apply_loan,,,pension loan,,,,
Retired loan,apply_loan,,,retired loan,,,,
NRI loan,apply_loan,,,NRI loan,,,,
Foreign loan,apply_loan,,,foreign loan,,,,
My account details,account_info,,,,,,
Account information,account_info,,,,,,
Account details,account_info,,,,,,
Account info,account_info,,,,,,
Tell me about my account,account_info,,,,,,
What's my account number?,account_info,,,,,,
Account number,account_info,,,,,,
My account number,account_info,,,,,,
Account summary,account_info,,,,,,
Account statement,account_info,,,,,,
Account status,account_info,,,,,,
Account profile,account_info,,,,,,
Customer details,account_info,,,,,,
Customer information,account_info,,,,,,
Personal details,account_info,,,,,,
Bank details,account_info,,,,,,
Banking information,account_info,,,,,,
Account holder details,account_info,,,,,,
Account type,account_info,,,,,,
What type of account?,account_info,,,,,,
Which account do I have?,account_info,,,,,,
Account category,account_info,,,,,,
Account classification,account_info,,,,,,
Account variant,account_info,,,,,,
Savings account details,account_info,,savings,,,,,
Current account details,account_info,,current,,,,,
Checking account details,account_info,,checking,,,,,
Joint account details,account_info,,joint,,,,,
Business account details,account_info,,business,,,,,
Corporate account details,account_info,,corporate,,,,,
Individual account details,account_info,,individual,,,,,
Personal account details,account_info,,personal,,,,,
Salary account details,account_info,,salary,,,,,
Student account details,account_info,,student,,,,,
Senior citizen account details,account_info,,senior citizen,,,,,
Women's account details,account_info,,women,,,,,
Premium account details,account_info,,premium,,,,,
Basic account details,account_info,,basic,,,,,
Zero balance account details,account_info,,zero balance,,,,,
Fixed deposit details,account_info,,fixed deposit,,,,,
Recurring deposit details,account_info,,recurring deposit,,,,,
NRI account details,account_info,,NRI,,,,,
NRE account details,account_info,,NRE,,,,,
NRO account details,account_info,,NRO,,,,,
FCNR account details,account_info,,FCNR,,,,,
My branch,get_branch_details,,,,,,
Branch details,get_branch_details,,,,,,
Branch information,get_branch_details,,,,,,
Branch location,get_branch_details,,,,,,
Where is my branch?,get_branch_details,,,,,,
Find branch,get_branch_details,,,,,,
Locate branch,get_branch_details,,,,,,
Branch address,get_branch_details,,,,,,
Branch contact,get_branch_details,,,,,,
Branch phone,get_branch_details,,,,,,
Branch timing,get_branch_details,,,,,,
Branch hours,get_branch_details,,,,,,
Nearest branch,get_branch_details,,,,,,
Closest branch,get_branch_details,,,,,,
Branch near me,get_branch_details,,,,,,
Local branch,get_branch_details,,,,,,
Home branch,get_branch_details,,,,,,
Main branch,get_branch_details,,,,,,
Head office,get_branch_details,,,,,,
Regional office,get_branch_details,,,,,,
Zonal office,get_branch_details,,,,,,
Corporate office,get_branch_details,,,,,,
Service branch,get_branch_details,,,,,,
Banking branch,get_branch_details,,,,,,
ATM location,get_branch_details,,,,,,
ATM address,get_branch_details,,,,,,
Cash deposit machine,get_branch_details,,,,,,
CDM location,get_branch_details,,,,,,
Banking services,get_branch_details,,,,,,
Customer service center,get_branch_details,,,,,,
Help center,get_branch_details,,,,,,
Support center,get_branch_details,,,,,,
Banking hub,get_branch_details,,,,,,
Financial center,get_branch_details,,,,,,
Mumbai branch,get_branch_details,,,,,,
Delhi branch,get_branch_details,,,,,,
Bangalore branch,get_branch_details,,,,,,
Chennai branch,get_branch_details,,,,,,
Kolkata branch,get_branch_details,,,,,,
Hyderabad branch,get_branch_details,,,,,,
Pune branch,get_branch_details,,,,,,
Ahmedabad branch,get_branch_details,,,,,,
Jaipur branch,get_branch_details,,,,,,
Lucknow branch,get_branch_details,,,,,,
Kanpur branch,get_branch_details,,,,,,
Nagpur branch,get_branch_details,,,,,,
Indore branch,get_branch_details,,,,,,
Bhopal branch,get_branch_details,,,,,,
Visakhapatnam branch,get_branch_details,,,,,,
Patna branch,get_branch_details,,,,,,
Vadodara branch,get_branch_details,,,,,,
Ghaziabad branch,get_branch_details,,,,,,
Ludhiana branch,get_branch_details,,,,,,
Agra branch,get_branch_details,,,,,,
Interest rate,get_interest_rate,,,,,,
What's the interest rate?,get_interest_rate,,,,,,
Current interest rate,get_interest_rate,,,,,,
Interest rates,get_interest_rate,,,,,,
Rate of interest,get_interest_rate,,,,,,
Interest percentage,get_interest_rate,,,,,,
APR,get_interest_rate,,,,,,
Annual percentage rate,get_interest_rate,,,,,,
Lending rate,get_interest_rate,,,,,,
Borrowing rate,get_interest_rate,,,,,,
Deposit rate,get_interest_rate,,,,,,
Fixed deposit rate,get_interest_rate,,,fixed deposit,,,,
Recurring deposit rate,get_interest_rate,,,recurring deposit,,,,
Savings rate,get_interest_rate,,savings,,,,,
Current account rate,get_interest_rate,,current,,,,,
Home loan rate,get_interest_rate,,,home loan,,,,
Car loan rate,get_interest_rate,,,car loan,,,,
Personal loan rate,get_interest_rate,,,personal loan,,,,
Education loan rate,get_interest_rate,,,education loan,,,,
Business loan rate,get_interest_rate,,,business loan,,,,
Gold loan rate,get_interest_rate,,,gold loan,,,,
Agricultural loan rate,get_interest_rate,,,agricultural loan,,,,
Term deposit rate,get_interest_rate,,,term deposit,,,,
Loan interest,get_interest_rate,,,,,,
Deposit interest,get_interest_rate,,,,,,
Credit card interest,get_interest_rate,,,,,,
Overdraft interest,get_interest_rate,,,,,,
Cash credit interest,get_interest_rate,,,,,,
Working capital interest,get_interest_rate,,,,,,
EMI rate,get_interest_rate,,,,,,
Processing fee,get_interest_rate,,,,,,
Service charges,get_interest_rate,,,,,,
Bank charges,get_interest_rate,,,,,,
Transaction charges,get_interest_rate,,,,,,
Maintenance charges,get_interest_rate,,,,,,
Annual charges,get_interest_rate,,,,,,
Monthly charges,get_interest_rate,,,,,,
Quarterly charges,get_interest_rate,,,,,,
MCLR rate,get_interest_rate,,,,,,
Base rate,get_interest_rate,,,,,,
Prime rate,get_interest_rate,,,,,,
Repo rate,get_interest_rate,,,,,,
Bank rate,get_interest_rate,,,,,,
Apply for card,apply_card,,,,,,
New card application,apply_card,,,,,,
Credit card application,apply_card,credit card,,,,,
Debit card application,apply_card,debit card,,,,,
ATM card application,apply_card,ATM card,,,,,
I need a new card,apply_card,,,,,,
Want a card,apply_card,,,,,,
Get a card,apply_card,,,,,,
Card request,apply_card,,,,,,
Card application,apply_card,,,,,,
Apply credit card,apply_card,credit card,,,,,
Apply debit card,apply_card,debit card,,,,,
Apply ATM card,apply_card,ATM card,,,,,
New credit card,apply_card,credit card,,,,,
New debit card,apply_card,debit card,,,,,
New ATM card,apply_card,ATM card,,,,,
Replacement card,apply_card,,,,,,
Duplicate card,apply_card,,,,,,
Additional card,apply_card,,,,,,
Supplementary card,apply_card,,,,,,
Add-on card,apply_card,,,,,,
Family card,apply_card,,,,,,
Corporate card,apply_card,corporate,,,,,
Business card,apply_card,business,,,,,
Student card,apply_card,student,,,,,
Premium card,apply_card,premium,,,,,
Platinum card,apply_card,platinum,,,,,
Gold card,apply_card,gold,,,,,
Silver card,apply_card,silver,,,,,
Classic card,apply_card,classic,,,,,
Basic card,apply_card,basic,,,,,
Rewards card,apply_card,rewards,,,,,
Cashback card,apply_card,cashback,,,,,
Travel card,apply_card,travel,,,,,
Shopping card,apply_card,shopping,,,,,
Fuel card,apply_card,fuel,,,,,
Lifestyle card,apply_card,lifestyle,,,,,
Entertainment card,apply_card,entertainment,,,,,
Dining card,apply_card,dining,,,,,
Movie card,apply_card,movie,,,,,
Online card,apply_card,online,,,,,
Contactless card,apply_card,contactless,,,,,
Chip card,apply_card,chip,,,,,
Magnetic card,apply_card,magnetic,,,,,
International card,apply_card,international,,,,,
Domestic card,apply_card,domestic,,,,,
Visa card,apply_card,Visa,,,,,
Mastercard,apply_card,Mastercard,,,,,
Rupay card,apply_card,Rupay,,,,,
American Express,apply_card,Amex,,,,,
Diners Club,apply_card,Diners,,,,,
Create account,create_account,,,,,,
Open account,create_account,,,,,,
New account,create_account,,,,,,
Account opening,create_account,,,,,,
Start account,create_account,,,,,,
Begin account,create_account,,,,,,
Account creation,create_account,,,,,,
Register account,create_account,,,,,,
Setup account,create_account,,,,,,
Initialize account,create_account,,,,,,
Launch account,create_account,,,,,,
Activate account,create_account,,,,,,
Open savings account,create_account,,savings,,,,,
Open current account,create_account,,current,,,,,
Open checking account,create_account,,checking,,,,,
Open joint account,create_account,,joint,,,,,
Open business account,create_account,,business,,,,,
Open corporate account,create_account,,corporate,,,,,
Open individual account,create_account,,individual,,,,,
Open personal account,create_account,,personal,,,,,
Open salary account,create_account,,salary,,,,,
Open student account,create_account,,student,,,,,
Open senior citizen account,create_account,,senior citizen,,,,,
Open women account,create_account,,women,,,,,
Open premium account,create_account,,premium,,,,,
Open basic account,create_account,,basic,,,,,
Open zero balance account,create_account,,zero balance,,,,,
Open fixed deposit,create_account,,fixed deposit,,,,,
Open recurring deposit,create_account,,recurring deposit,,,,,
Open NRI account,create_account,,NRI,,,,,
Open NRE account,create_account,,NRE,,,,,
Open NRO account,create_account,,NRO,,,,,
Open FCNR account,create_account,,FCNR,,,,,
New savings account,create_account,,savings,,,,,
New current account,create_account,,current,,,,,
New checking account,create_account,,checking,,,,,
New joint account,create_account,,joint,,,,,
New business account,create_account,,business,,,,,
New corporate account,create_account,,corporate,,,,,
New individual account,create_account,,individual,,,,,
New personal account,create_account,,personal,,,,,
New salary account,create_account,,salary,,,,,
New student account,create_account,,student,,,,,
New senior citizen account,create_account,,senior citizen,,,,,
New women account,create_account,,women,,,,,
New premium account,create_account,,premium,,,,,
New basic account,create_account,,basic,,,,,
New zero balance account,create_account,,zero balance,,,,,
Close account,close_account,,,,,,
Account closure,close_account,,,,,,
Close my account,close_account,,,,,,
Shut account,close_account,,,,,,
End account,close_account,,,,,,
Terminate account,close_account,,,,,,
Cancel account,close_account,,,,,,
Deactivate account,close_account,,,,,,
Suspend account,close_account,,,,,,
Stop account,close_account,,,,,,
Remove account,close_account,,,,,,
Delete account,close_account,,,,,,
Discontinue account,close_account,,,,,,
Finish account,close_account,,,,,,
Complete account closure,close_account,,,,,,
Account termination,close_account,,,,,,
Account cancellation,close_account,,,,,,
Account deactivation,close_account,,,,,,
Account suspension,close_account,,,,,,
Account removal,close_account,,,,,,
Account deletion,close_account,,,,,,
Close savings account,close_account,,savings,,,,,
Close current account,close_account,,current,,,,,
Close checking account,close_account,,checking,,,,,
Close joint account,close_account,,joint,,,,,
Close business account,close_account,,business,,,,,
Close corporate account,close_account,,corporate,,,,,
Close individual account,close_account,,individual,,,,,
Close personal account,close_account,,personal,,,,,
Close salary account,close_account,,salary,,,,,
Close student account,close_account,,student,,,,,
Close senior citizen account,close_account,,senior citizen,,,,,
Close women account,close_account,,women,,,,,
Close premium account,close_account,,premium,,,,,
Close basic account,close_account,,basic,,,,,
Close zero balance account,close_account,,zero balance,,,,,
Close fixed deposit,close_account,,fixed deposit,,,,,
Close recurring deposit,close_account,,recurring deposit,,,,,
Close NRI account,close_account,,NRI,,,,,
Close NRE account,close_account,,NRE,,,,,
Close NRO account,close_account,,NRO,,,,,
Close FCNR account,close_account,,FCNR,,,,,
Hello,greeting_hi,,,,,,
Hi,greeting_hi,,,,,,
Hey,greeting_hi,,,,,,
Good morning,greeting_hi,,,,,,
Good afternoon,greeting_hi,,,,,,
Good evening,greeting_hi,,,,,,
Good day,greeting_hi,,,,,,
Greetings,greeting_hi,,,,,,
Namaste,greeting_hi,,,,,,
Namaskar,greeting_hi,,,,,,
Salaam,greeting_hi,,,,,,
Adaab,greeting_hi,,,,,,
Sat Sri Akal,greeting_hi,,,,,,
Vanakkam,greeting_hi,,,,,,
How are you?,greeting_hi,,,,,,
How's it going?,greeting_hi,,,,,,
What's up?,greeting_hi,,,,,,
How have you been?,greeting_hi,,,,,,
Nice to meet you,greeting_hi,,,,,,
Pleased to meet you,greeting_hi,,,,,,
Welcome,greeting_hi,,,,,,
Thank you,greeting_bye,,,,,,
Thanks,greeting_bye,,,,,,
Bye,greeting_bye,,,,,,
Goodbye,greeting_bye,,,,,,
See you,greeting_bye,,,,,,
Take care,greeting_bye,,,,,,
Have a good day,greeting_bye,,,,,,
Have a nice day,greeting_bye,,,,,,
Good night,greeting_bye,,,,,,
Farewell,greeting_bye,,,,,,
Catch you later,greeting_bye,,,,,,
See you later,greeting_bye,,,,,,
Until next time,greeting_bye,,,,,,
So long,greeting_bye,,,,,,
Cheers,greeting_bye,,,,,,
That's all,greeting_bye,,,,,,
Nothing else,greeting_bye,,,,,,
I'm done,greeting_bye,,,,,,
All done,greeting_bye,,,,,,
Finished,greeting_bye,,,,,,
Complete,greeting_bye,,,,,,
Transaction history,check_history,,,,,,
Account history,check_history,,,,,,
Statement,check_history,,,,,,
Mini statement,check_history,,,,,,
Transaction details,check_history,,,,,,
Payment history,check_history,,,,,,
Transfer history,check_history,,,,,,
Deposit history,check_history,,,,,,
Withdrawal history,check_history,,,,,,
Credit history,check_history,,,,,,
Debit history,check_history,,,,,,
Account activity,check_history,,,,,,
Recent transactions,check_history,,,,,,
Latest transactions,check_history,,,,,,
Previous transactions,check_history,,,,,,
Past transactions,check_history,,,,,,
Old transactions,check_history,,,,,,
Transaction record,check_history,,,,,,
Transaction log,check_history,,,,,,
Account movements,check_history,,,,,,
Financial history,check_history,,,,,,
Banking history,check_history,,,,,,
Money movements,check_history,,,,,,
Cash flow,check_history,,,,,,
Fund flow,check_history,,,,,,
Account summary,check_history,,,,,,
Monthly statement,check_history,,,,,,,
Weekly statement,check_history,,,,,,,
Daily statement,check_history,,,,,,,
Quarterly statement,check_history,,,,,,,
Annual statement,check_history,,,,,,,
Yearly statement,check_history,,,,,,,
Last month transactions,check_history,,,,,,,last month
Last week transactions,check_history,,,,,,,last week
Yesterday transactions,check_history,,,,,,,yesterday
Today transactions,check_history,,,,,,,today
Recent 10 transactions,check_history,,,,,,
Last 10 transactions,check_history,,,,,,
Recent 20 transactions,check_history,,,,,,
Last 20 transactions,check_history,,,,,,
Recent 50 transactions,check_history,,,,,,
Last 50 transactions,check_history,,,,,,
Show transactions,check_history,,,,,,
Display transactions,check_history,,,,,,
List transactions,check_history,,,,,,
View transactions,check_history,,,,,,
Check transactions,check_history,,,,,,
Get transactions,check_history,,,,,,
Fetch transactions,check_history,,,,,,
Retrieve transactions,check_history,,,,,,
Download statement,check_history,,,,,,
Print statement,check_history,,,,,,
Email statement,check_history,,,,,,
SMS statement,check_history,,,,,,
