Missing ATM card,lost_card,ATM card,,,,,
Stolen credit card,lost_card,credit card,,,,,
Stolen debit card,lost_card,debit card,,,,,
Stolen ATM card,lost_card,ATM card,,,,,
Block credit card,lost_card,credit card,,,,,
Block debit card,lost_card,debit card,,,,,
Block ATM card,lost_card,ATM card,,,,,
My Visa card is lost,lost_card,Visa,,,,,
My Mastercard is lost,lost_card,Mastercard,,,,,
My Rupay card is lost,lost_card,Rupay,,,,,
Lost Visa card,lost_card,Visa,,,,,
Lost Mastercard,lost_card,Mastercard,,,,,
Lost Rupay card,lost_card,Rupay,,,,,
My Amex card is lost,lost_card,Amex,,,,,
Lost American Express,lost_card,Amex,,,,,
Block Visa card,lost_card,Visa,,,,,
Block Mastercard,lost_card,Mastercard,,,,,
Block Rupay card,lost_card,Rupay,,,,,
Platinum card lost,lost_card,Platinum,,,,,
Gold card lost,lost_card,Gold,,,,,
Silver card lost,lost_card,Silver,,,,,
Business card lost,lost_card,Business,,,,,
Corporate card lost,lost_card,Corporate,,,,,
Student card lost,lost_card,Student,,,,,
Premium card lost,lost_card,Premium,,,,,
Classic card lost,lost_card,Classic,,,,,
Basic card lost,lost_card,Basic,,,,,
Prepaid card lost,lost_card,Prepaid,,,,,
Gift card lost,lost_card,Gift,,,,,
Travel card lost,lost_card,Travel,,,,,
Forex card lost,lost_card,Forex,,,,,
Chip card lost,lost_card,Chip,,,,,
Contactless card lost,lost_card,Contactless,,,,,
Magnetic card lost,lost_card,Magnetic,,,,,
Apply for loan,apply_loan,,,,,,
I need a loan,apply_loan,,,,,,
Loan application,apply_loan,,,,,,
Apply loan,apply_loan,,,,,,
Want a loan,apply_loan,,,,,,
Loan request,apply_loan,,,,,,
Loan enquiry,apply_loan,,,,,,
Loan inquiry,apply_loan,,,,,,
Loan help,apply_loan,,,,,,
Get a loan,apply_loan,,,,,,
Take a loan,apply_loan,,,,,,
Borrow money,apply_loan,,,,,,
Need money,apply_loan,,,,,,
Financial assistance,apply_loan,,,,,,
Credit application,apply_loan,,,,,,
Loan facility,apply_loan,,,,,,
Loan scheme,apply_loan,,,,,,
Loan product,apply_loan,,,,,,
Loan service,apply_loan,,,,,,
Loan offer,apply_loan,,,,,,
Home loan,apply_loan,,,home loan,,,,
House loan,apply_loan,,,house loan,,,,
Property loan,apply_loan,,,property loan,,,,
Real estate loan,apply_loan,,,real estate loan,,,,
Housing loan,apply_loan,,,housing loan,,,,
Mortgage loan,apply_loan,,,mortgage loan,,,,
Construction loan,apply_loan,,,construction loan,,,,
Plot loan,apply_loan,,,plot loan,,,,
Car loan,apply_loan,,,car loan,,,,
Vehicle loan,apply_loan,,,vehicle loan,,,,
Auto loan,apply_loan,,,auto loan,,,,
Bike loan,apply_loan,,,bike loan,,,,
Two wheeler loan,apply_loan,,,two wheeler loan,,,,
Four wheeler loan,apply_loan,,,four wheeler loan,,,,
Personal loan,apply_loan,,,personal loan,,,,
Education loan,apply_loan,,,education loan,,,,
Student loan,apply_loan,,,student loan,,,,
Study loan,apply_loan,,,study loan,,,,
Business loan,apply_loan,,,business loan,,,,
Professional loan,apply_loan,,,professional loan,,,,
Commercial loan,apply_loan,,,commercial loan,,,,
Working capital loan,apply_loan,,,working capital loan,,,,
Term loan,apply_loan,,,term loan,,,,
Cash credit,apply_loan,,,cash credit,,,,
Overdraft,apply_loan,,,overdraft,,,,
Gold loan,apply_loan,,,gold loan,,,,
Jewellery loan,apply_loan,,,jewellery loan,,,,
Agricultural loan,apply_loan,,,agricultural loan,,,,
Farm loan,apply_loan,,,farm loan,,,,
Crop loan,apply_loan,,,crop loan,,,,
Travel loan,apply_loan,,,travel loan,,,,
Holiday loan,apply_loan,,,holiday loan,,,,
Wedding loan,apply_loan,,,wedding loan,,,,
Festival loan,apply_loan,,,festival loan,,,,
Medical loan,apply_loan,,,medical loan,,,,
Health loan,apply_loan,,,health loan,,,,
Emergency loan,apply_loan,,,emergency loan,,,,
Instant loan,apply_loan,,,instant loan,,,,
Quick loan,apply_loan,,,quick loan,,,,
Fast loan,apply_loan,,,fast loan,,,,
Express loan,apply_loan,,,express loan,,,,
Online loan,apply_loan,,,online loan,,,,
Digital loan,apply_loan,,,digital loan,,,,
Mobile loan,apply_loan,,,mobile loan,,,,
App loan,apply_loan,,,app loan,,,,
Paperless loan,apply_loan,,,paperless loan,,,,
Doorstep loan,apply_loan,,,doorstep loan,,,,
Salaried loan,apply_loan,,,salaried loan,,,,
Self employed loan,apply_loan,,,self employed loan,,,,
Senior citizen loan,apply_loan,,,senior citizen loan,,,,
Women loan,apply_loan,,,women loan,,,,
Pension loan,apply_loan,,,pension loan,,,,
Retired loan,apply_loan,,,retired loan,,,,
NRI loan,apply_loan,,,NRI loan,,,,
Foreign loan,apply_loan,,,foreign loan,,,,
My account details,account_info,,,,,,
Account information,account_info,,,,,,
Account details,account_info,,,,,,
Account info,account_info,,,,,,
Tell me about my account,account_info,,,,,,
What's my account number?,account_info,,,,,,
Account number,account_info,,,,,,
My account number,account_info,,,,,,
Account summary,account_info,,,,,,
Account statement,account_info,,,,,,
Account status,account_info,,,,,,
Account profile,account_info,,,,,,
Customer details,account_info,,,,,,
Customer information,account_info,,,,,,
Personal details,account_info,,,,,,
Bank details,account_info,,,,,,
Banking information,account_info,,,,,,
Account holder details,account_info,,,,,,
Account type,account_info,,,,,,
What type of account?,account_info,,,,,,
Which account do I have?,account_info,,,,,,
Account category,account_info,,,,,,
Account classification,account_info,,,,,,
Account variant,account_info,,,,,,
Savings account details,account_info,,savings,,,,,
Current account details,account_info,,current,,,,,
Checking account details,account_info,,checking,,,,,
Joint account details,account_info,,joint,,,,,
Business account details,account_info,,business,,,,,
Corporate account details,account_info,,corporate,,,,,
Individual account details,account_info,,individual,,,,,
Personal account details,account_info,,personal,,,,,
Salary account details,account_info,,salary,,,,,
Student account details,account_info,,student,,,,,
Senior citizen account details,account_info,,senior citizen,,,,,
Women's account details,account_info,,women,,,,,
Premium account details,account_info,,premium,,,,,
Basic account details,account_info,,basic,,,,,
Zero balance account details,account_info,,zero balance,,,,,
Fixed deposit details,account_info,,fixed deposit,,,,,
Recurring deposit details,account_info,,recurring deposit,,,,,
NRI account details,account_info,,NRI,,,,,
NRE account details,account_info,,NRE,,,,,
NRO account details,account_info,,NRO,,,,,
FCNR account details,account_info,,FCNR,,,,,
My branch,get_branch_details,,,,,,
Branch details,get_branch_details,,,,,,
Branch information,get_branch_details,,,,,,
Branch location,get_branch_details,,,,,,
Where is my branch?,get_branch_details,,,,,,
Find branch,get_branch_details,,,,,,
Locate branch,get_branch_details,,,,,,
Branch address,get_branch_details,,,,,,
Branch contact,get_branch_details,,,,,,
Branch phone,get_branch_details,,,,,,
Branch timing,get_branch_details,,,,,,
Branch hours,get_branch_details,,,,,,
Nearest branch,get_branch_details,,,,,,
Closest branch,get_branch_details,,,,,,
Branch near me,get_branch_details,,,,,,
Local branch,get_branch_details,,,,,,
Home branch,get_branch_details,,,,,,
Main branch,get_branch_details,,,,,,
Head office,get_branch_details,,,,,,
Regional office,get_branch_details,,,,,,
Zonal office,get_branch_details,,,,,,
Corporate office,get_branch_details,,,,,,
Service branch,get_branch_details,,,,,,
Banking branch,get_branch_details,,,,,,
ATM location,get_branch_details,,,,,,
Hello,chitchat,,,,,,
Hi there,chitchat,,,,,,
Good morning,chitchat,,,,,,
Good afternoon,chitchat,,,,,,
Good evening,chitchat,,,,,,
How are you doing?,chitchat,,,,,,
What's up?,chitchat,,,,,,
Hey,chitchat,,,,,,
Namaste,chitchat,,,,,,
Thank you so much,chitchat,,,,,,
Thanks a lot,chitchat,,,,,,
Goodbye,chitchat,,,,,,
Bye bye,chitchat,,,,,,
See you later,chitchat,,,,,,
Take care,chitchat,,,,,,
Have a great day,chitchat,,,,,,
Nice talking to you,chitchat,,,,,,
You're helpful,chitchat,,,,,,
Great service,chitchat,,,,,,
Excellent,chitchat,,,,,,
Amazing,chitchat,,,,,,
Wonderful,chitchat,,,,,,
Perfect,chitchat,,,,,,
That's not good,chitchat,,,,,,
This is bad,chitchat,,,,,,
Poor service,chitchat,,,,,,
Not satisfied,chitchat,,,,,,
Help me please,chitchat,,,,,,
Can you assist me?,chitchat,,,,,,
I need help,chitchat,,,,,,
What can you do?,chitchat,,,,,,
What are your features?,chitchat,,,,,,
How do you work?,chitchat,,,,,,
Who are you?,chitchat,,,,,,
What is your name?,chitchat,,,,,,
Are you a bot?,chitchat,,,,,,
Are you human?,chitchat,,,,,,
I don't understand,fallback,,,,,,
This doesn't make sense,fallback,,,,,,
Can you repeat that?,fallback,,,,,,
What do you mean?,fallback,,,,,,
I'm confused,fallback,,,,,,
That's not what I asked,fallback,,,,,,
Wrong answer,fallback,,,,,,
Try again,fallback,,,,,,
That doesn't help,fallback,,,,,,
I need something else,fallback,,,,,,
Show me options,fallback,,,,,,
What can I do here?,fallback,,,,,,
Give me a list,fallback,,,,,,
I want to transfer 5000 rupees,transfer_money,,,,5000,,,
Send 10000 to my friend,transfer_money,,,,10000,,,
I need to send money,transfer_money,,,,,,
Transfer funds please,transfer_money,,,,,,
Move money to another account,transfer_money,,,,,,
Pay someone,transfer_money,,,,,,
Send payment,transfer_money,,,,,,
Wire transfer,transfer_money,,,,,,
Transfer ₹50000 to account 1234567890,transfer_money,,,,₹50000,1234567890,,
I want to apply for a loan,apply_loan,,,,,,
Need a personal loan,apply_loan,,,personal loan,,,,
Apply for home loan,apply_loan,,,home loan,,,,
Get car loan,apply_loan,,,car loan,,,,
Business loan application,apply_loan,,,business loan,,,,
Education loan needed,apply_loan,,,education loan,,,,
I need ₹500000 loan,apply_loan,,,,₹500000,,,
Loan for ₹200000,apply_loan,,,,₹200000,,,
My credit card is lost,lost_card,credit card,,,,,
I lost my debit card,lost_card,debit card,,,,,
ATM card is missing,lost_card,ATM card,,,,,
Card was stolen,lost_card,,,,,,
Block my card,lost_card,,,,,,
Stop card transactions,lost_card,,,,,,
Card is not working,lost_card,,,,,,
Freeze my card,lost_card,,,,,,
Account balance inquiry,check_balance,,,,,,
Show my money,check_balance,,,,,,
How much do I have?,check_balance,,,,,,
Current balance,check_balance,,,,,,
Available funds,check_balance,,,,,,
Account statement,check_balance,,,,,,
My financial status,check_balance,,,,,,
Check my account,check_balance,,,,,,
Money in my account,check_balance,,,,,,
Find my nearest branch,get_branch_details,,,,,,
Branch locations,get_branch_details,,,,,,
ATM near me,get_branch_details,,,,,,
Bank address,get_branch_details,,,,,,
Contact details,get_branch_details,,,,,,
Branch timing,get_branch_details,,,,,,
Office hours,get_branch_details,,,,,,
Customer service number,get_branch_details,,,,,,
My account details,account_info,,,,,,
Profile information,account_info,,,,,,
Customer information,account_info,,,,,,
Account number,account_info,,,,,,
Personal details,account_info,,,,,,
Update my profile,account_info,,,,,,
Change my details,account_info,,,,,,
Account settings,account_info,,,,,,
